VFG0-	VFG012832__ipaH1.4	VFG012833__ipaH1.4	VFG012834__ipaH1.4	VFG012835__ipaH1.4	VFG012836__ipaH1.4	VFG012838__ipaH2.5	VFG012839__ipaH2.5	VFG020143__ipaH1.4
VFG0-_1	VFG012840__ipaH4.5	VFG012841__ipaH4.5	VFG012842__ipaH4.5	VFG012843__ipaH4.5	VFG012844__ipaH4.5	VFG020144__ipaH4.5
VFG0-_2	VFG002041__ipaH7.8	VFG012845__ipaH7.8	VFG012847__ipaH7.8	VFG012848__ipaH7.8	VFG012849__ipaH7.8	VFG020145__ipaH7.8
VFG0-_3	VFG002042__ipaH9.8	VFG012850__ipaH9.8	VFG012852__ipaH9.8	VFG012853__ipaH9.8	VFG012854__ipaH9.8	VFG020146__ipaH9.8
VFG012837__ipaH2	VFG012837__ipaH2.5
cluster_278	VFG002676__flgF	VFG003434__flgF	VFG017331__flgF	VFG020240__flgF
cluster_279	VFG012355__tia	VFG033415__tia	VFG033418__tia	VFG033420__tia
cluster_28	VFG043082__flgJ
cluster_280	VFG042372__yhlA
cluster_281	VFG018564__sprB
cluster_282	VFG043026__flgF
cluster_283	VFG043078__flgF
cluster_284	VFG000858__agg3D
cluster_285	VFG004213__sefB	VFG021403__sefB	VFG021404__sefB	VFG021405__sefB
cluster_286	VFG004270__stcB	VFG004271__stcB	VFG004272__stcB	VFG004274__stcB	VFG018327__stcB	VFG021476__stcB	VFG021477__stcB	VFG021478__stcB
cluster_287	VFG004325__stfD	VFG004326__stfD	VFG004327__stfD	VFG018314__stfD	VFG021571__stfD	VFG021572__stfD	VFG021573__stfD	VFG021574__stfD	VFG021575__stfD	VFG021576__stfD
cluster_288	VFG004388__stkB	VFG021703__stkB
cluster_289	VFG002338__fliP	VFG023655__fliP
cluster_29	VFG000417__pla	VFG003087__pla
cluster_290	VFG034895__espY1	VFG034897__espY1	VFG034899__espY1
cluster_291	VFG042323__YE2407
cluster_292	VFG000510__ssaJ	VFG003893__ssaJ	VFG003895__ssaJ	VFG003896__ssaJ	VFG018460__ssaJ	VFG020814__ssaJ	VFG020815__ssaJ	VFG020816__ssaJ	VFG020817__ssaJ	VFG020818__ssaJ	VFG020819__ssaJ	VFG020820__ssaJ	VFG020821__ssaJ
cluster_293	VFG000757__bfpP
cluster_294	VFG018459__ssaJ
cluster_295	VFG019019__YPK_3180
cluster_296	VFG000852__aafD	VFG034577__aafD
cluster_297	VFG042073__eivF
cluster_298	VFG044305__nrpG
cluster_299	VFG000934__entA	VFG012973__entA	VFG012974__entA	VFG012976__entA	VFG012977__entA	VFG012978__entA
cluster_3	VFG043693__clbB
cluster_30	VFG003520__ysaQ
cluster_300	VFG033417__tia
cluster_301	VFG040970__pulN
cluster_302	VFG035943__upaG_ehaG
cluster_303	VFG041213__cts2U
cluster_304	VFG002691__wbyL	VFG017347__YpsIP31758_3038
cluster_305	VFG003532__ysaJ
cluster_306	VFG004280__stdC	VFG004281__stdC	VFG004283__stdC	VFG004284__stdC	VFG018325__stdC	VFG021483__stdC	VFG021484__stdC	VFG021485__stdC	VFG021487__stdC	VFG021488__stdC	VFG021489__stdC
cluster_307	VFG021423__staB
cluster_308	VFG023796__YE105_C1179
cluster_309	VFG035532__aec28	VFG035542__aec28	VFG035543__aec28	VFG035545__aec28	VFG035549__aec28	VFG035550__aec28	VFG035551__aec28	VFG035552__aec28
cluster_31	VFG012362__espB	VFG033449__espB	VFG033451__espB
cluster_310	VFG035534__aec28	VFG035535__aec28	VFG035553__aec28	VFG035556__aec28
cluster_311	VFG002301__mig_5
cluster_312	VFG042389__sfaY	VFG042568__focY
cluster_313	VFG042326__YpsIP31758_0299
cluster_314	VFG002659__fliH	VFG002778__fliH	VFG003014__fliH	VFG003284__fliH	VFG003417__fliH	VFG018854__fliH	VFG018983__fliH	VFG020223__fliH
cluster_315	VFG018336__staB	VFG021424__staB
cluster_316	VFG004175__bcfG	VFG004176__bcfG	VFG004178__bcfG	VFG004179__bcfG	VFG018352__bcfG	VFG021327__bcfG	VFG021328__bcfG	VFG021329__bcfG	VFG021330__bcfG	VFG021332__bcfG	VFG021333__bcfG	VFG021334__bcfG
cluster_317	VFG041162__SG1033
cluster_318	VFG042404__ycbF
cluster_319	VFG042487__cswB
cluster_32	VFG019015__pla	VFG019032__pla	VFG020304__pla
cluster_320	VFG043066__fliP
cluster_321	VFG043117__fliP
cluster_322	VFG044298__nrpY
cluster_323	VFG000409__ylpB_yscJ	VFG003486__ylpB_yscJ	VFG023753__ylpB_yscJ
cluster_324	VFG035941__upaG_ehaG	VFG035942__upaG_ehaG	VFG035946__upaG_ehaG	VFG035950__upaG_ehaG	VFG035951__upaG_ehaG	VFG035952__upaG_ehaG	VFG035953__upaG_ehaG	VFG035956__upaG_ehaG	VFG035965__upaG_ehaG
cluster_325	VFG000885__papD	VFG000896__papD	VFG012236__papD	VFG012237__papD	VFG012238__papD	VFG033120__papD	VFG033121__papD	VFG033122__papD	VFG033125__papD
cluster_326	VFG004231__staB
cluster_327	VFG042087__eprH
cluster_328	VFG042092__eprK
cluster_329	VFG043695__clbA
cluster_33	VFG023775__pla
cluster_330	VFG001755__YPO0263	VFG003366__YPTB0319	VFG017292__YpsIP31758_3822	VFG018961__YPK_3910
cluster_331	VFG002674__flgH	VFG002793__flgH	VFG018998__flgH
cluster_332	VFG017857__YpsIP31758_B0095
cluster_333	VFG020325__pltA
cluster_334	VFG004273__pegB	VFG021731__pegB	VFG021732__pegB	VFG021733__pegB	VFG021735__pegB
cluster_335	VFG004430__misL
cluster_336	VFG042329__Spro_4482
cluster_337	VFG023586__YE105_C0327
cluster_338	VFG042586__sfpD	VFG042654__pixD
cluster_339	VFG042591__stgB
cluster_34	VFG041221__cts2R
cluster_340	VFG020322__pltA	VFG020324__pltA	VFG021770__pltA
cluster_341	VFG000438__spvC	VFG004417__spvC	VFG018301__spvC	VFG021748__spvC	VFG021749__spvC
cluster_342	VFG000875__fimC	VFG012291__fimC	VFG012292__fimC	VFG012293__fimC	VFG012295__fimC	VFG012296__fimC	VFG033250__fimC	VFG033252__fimC	VFG033256__fimC	VFG033257__fimC	VFG033258__fimC	VFG033259__fimC	VFG033261__fimC	VFG033262__fimC	VFG033263__fimC	VFG033264__fimC	VFG033267__fimC
cluster_343	VFG000998__mxiJ	VFG012651__mxiJ	VFG012654__mxiJ	VFG020101__mxiJ
cluster_344	VFG000449__fimZ	VFG004096__fimZ	VFG004098__fimZ	VFG004099__fimZ	VFG018379__fimZ	VFG021184__fimZ	VFG021188__fimZ	VFG021189__fimZ	VFG021190__fimZ
cluster_345	VFG018432__sseF
cluster_346	VFG042468__cs3_1
cluster_347	VFG042385__shlA
cluster_348	VFG042618__PMI0535
cluster_349	VFG000450__fimY	VFG004101__fimY	VFG004103__fimY	VFG004104__fimY	VFG018378__fimY	VFG021191__fimY	VFG021192__fimY	VFG021193__fimY	VFG021194__fimY	VFG021195__fimY	VFG021196__fimY	VFG021197__fimY	VFG021198__fimY	VFG021199__fimY
cluster_35	VFG042237__hrpQ
cluster_350	VFG000467__sopE2	VFG003814__sopE2	VFG003815__sopE2	VFG018491__sopE2	VFG018492__sopE2	VFG020670__sopE2	VFG020671__sopE2	VFG020673__sopE2	VFG020676__sopE2	VFG020677__sopE2
cluster_351	VFG002319__fliA	VFG023620__fliA
cluster_352	VFG002330__fliH	VFG023639__fliH
cluster_353	VFG002651__fliA	VFG003409__fliA	VFG017305__fliA	VFG018846__fliA
cluster_354	VFG003810__sopE	VFG003812__sopE	VFG020664__sopE	VFG020665__sopE	VFG020666__sopE	VFG020667__sopE	VFG020668__sopE
cluster_355	VFG042393__ralE
cluster_356	VFG042536__f17d_D
cluster_357	VFG042686__fimY
cluster_358	VFG043687__clbH
cluster_359	VFG043678__clbQ
cluster_36	VFG044300__nrpS
cluster_360	VFG012811__ospF	VFG012812__ospF	VFG012813__ospF	VFG012814__ospF	VFG012815__ospF
cluster_361	VFG017881__YpsIP31758_B0119
cluster_362	VFG035142__EC55989_3337	VFG035143__EC042_4527
cluster_363	VFG042714__Z2201
cluster_364	VFG043049__fliA
cluster_365	VFG043101__fliA
cluster_366	VFG043224__fliH
cluster_367	VFG043567__pagN
cluster_368	VFG001436__cofA
cluster_369	VFG035944__upaG_ehaG	VFG035945__upaG_ehaG
cluster_37	VFG044149__iroE
cluster_370	VFG002412__yagY_ecpB	VFG018205__ecpB	VFG018207__ecpB	VFG018208__ecpB	VFG018209__ecpB	VFG034429__ecpB	VFG034435__ecpB	VFG034436__ecpB	VFG034441__ecpB	VFG034442__ecpB	VFG034445__ecpB	VFG034446__ecpB	VFG034447__ecpB	VFG034448__ecpB	VFG034449__ecpB	VFG034451__ecpB	VFG034453__ecpB	VFG034455__ecpB	VFG045784__matC_ecpB
cluster_371	VFG002345__flgH	VFG023668__flgH
cluster_372	VFG034603__cfaA
cluster_373	VFG034604__cfaA	VFG034605__cfaA	VFG034606__cfaA	VFG034611__cfaA	VFG034612__cfaA
cluster_374	VFG034613__cfaA	VFG042455__cfaA	VFG042471__csaA	VFG042500__csuB
cluster_375	VFG042460__cooB	VFG042579__cosB
cluster_376	VFG042464__cotB
cluster_377	VFG042895__cfcA
cluster_378	VFG012494__cdtA	VFG033905__cdtA	VFG043720__cdtA	VFG043729__cdtA	VFG043739__ZP_03065975
cluster_379	VFG000445__fimC	VFG004076__fimC	VFG004078__fimC	VFG018385__fimC	VFG018386__fimC	VFG021147__fimC	VFG021148__fimC	VFG021149__fimC	VFG021150__fimC	VFG021152__fimC	VFG021153__fimC	VFG021154__fimC
cluster_38	VFG044322__iroE
cluster_380	VFG042331__PMI2057
cluster_381	VFG035043__nleG7_	VFG035044__nleG7	VFG035045__nleG7	VFG035047__nleG7	VFG035050__nleG7	VFG035051__nleG7	VFG035052__nleG7
cluster_382	VFG042506__csbB	VFG042519__csdB
cluster_383	VFG043226__flgA
cluster_384	VFG001763__YPO0270	VFG002734__y0530	VFG003108__fliP1	VFG017300__epaP	VFG018969__YPK_3902
cluster_385	VFG003539__ysrR
cluster_386	VFG004290__stdA	VFG004294__stdA	VFG018323__stdA	VFG021499__stdA	VFG021505__stdA
cluster_387	VFG004390__tcfA	VFG004392__tcfA	VFG004393__tcfA	VFG021707__tcfA	VFG021708__tcfA
cluster_388	VFG042215__ospZ
cluster_389	VFG042759__lngA
cluster_39	VFG013652__pilL
cluster_390	VFG004380__stjC	VFG021683__stjC	VFG021685__stjC
cluster_391	VFG042314__y2267
cluster_392	VFG013649__pilD
cluster_393	VFG004291__stdA	VFG004293__stdA	VFG021501__stdA	VFG021502__stdA	VFG021503__stdA	VFG021504__stdA
cluster_394	VFG023581__YE105_C0323
cluster_395	VFG041524__nleD_2
cluster_396	VFG043058__fliH
cluster_397	VFG018351__bcfG
cluster_398	VFG043617__fimC
cluster_399	VFG042399__ycbR	VFG045878__elfD	VFG045881__ECO55CA74_05725	VFG045884__ECH74115_1101	VFG045887__ycbR	VFG045894__ycbR	VFG045896__ETEC_1007	VFG045897__UMNK88_1094	VFG045899__APECO78_08685
cluster_4	VFG002046__gspC	VFG040956__gspC
cluster_40	VFG017855__pilW	VFG017856__pilW
cluster_400	VFG042540__fasB
cluster_401	VFG042689__mrkB
cluster_402	VFG035964__upaG_ehaG
cluster_403	VFG042722__kfcE
cluster_404	VFG043626__mrkB
cluster_405	VFG000455__lpfB	VFG004187__lpfB	VFG018347__lpfB	VFG021356__lpfB	VFG021357__lpfB
cluster_406	VFG002123__nleD	VFG012445__nleD	VFG033804__nleD	VFG033805__nleD
cluster_407	VFG004339__stgB
cluster_408	VFG041530__escL
cluster_409	VFG042482__cssC
cluster_41	VFG000537__hilD	VFG003671__hilD	VFG003673__hilD	VFG003674__hilD	VFG018546__hilD	VFG020414__hilD	VFG020415__hilD	VFG020416__hilD	VFG020417__hilD	VFG020418__hilD
cluster_410	VFG043024__flgD
cluster_411	VFG043028__flgH
cluster_412	VFG043080__flgH
cluster_413	VFG034541__etpA
cluster_414	VFG000425__vexC	VFG021043__vexC
cluster_415	VFG000575__mgtC	VFG004044__mgtC	VFG004046__mgtC	VFG004047__mgtC	VFG018400__mgtC	VFG018401__mgtC	VFG021061__mgtC	VFG021062__mgtC	VFG021063__mgtC	VFG021064__mgtC__Mg_2_	VFG021065__mgtC__Mg_2_	VFG021066__mgtC	VFG021067__mgtC	VFG021068__mgtC
cluster_416	VFG000911__focC	VFG012334__sfaE	VFG012335__sfaE
cluster_417	VFG001000__mxiN	VFG012659__mxiN	VFG012661__mxiN	VFG012662__mxiN	VFG020103__mxiN
cluster_418	VFG000828__escL	VFG012413__ECs4584	VFG033666__E2348C_3964	VFG033669__ECH74115_5076	VFG033672__ECO103_3634	VFG033673__ECO111_3768	VFG033674__ECO26_5255
cluster_419	VFG043076__flgD
cluster_42	VFG000670__gtrB	VFG012939__gtrB
cluster_420	VFG043244__fliA
cluster_421	VFG000433__pefD	VFG004407__pefD	VFG021742__pefD
cluster_422	VFG041569__nleE
cluster_423	VFG042513__fotB
cluster_424	VFG035939__air_eaeX
cluster_425	VFG042529__afrC
cluster_426	VFG042564__fedC
cluster_427	VFG042681__fimC
cluster_428	VFG000506__sseG	VFG003967__sseG	VFG003969__sseG	VFG003970__sseG	VFG018431__sseG	VFG020943__sseG	VFG020944__sseG	VFG020947__sseG	VFG020948__sseG	VFG020949__sseG
cluster_429	VFG004381__STM4574	VFG021686__SeAg_B4896	VFG021688__SNSL254_A4930
cluster_43	VFG012635__virB	VFG012636__virB	VFG012637__virB	VFG012638__virB	VFG020097__virB
cluster_430	VFG004382__STM4575	VFG021689__SeAg_B4897	VFG021691__SNSL254_A4931
cluster_431	VFG002901__YPA_2067
cluster_432	VFG002678__flgD	VFG003436__flgD	VFG017333__flgD	VFG018866__flgD
cluster_433	VFG017879__YpsIP31758_B0117
cluster_434	VFG002349__flgD	VFG023676__flgD
cluster_435	VFG043681__clbN
cluster_436	VFG043109__fliH
cluster_437	VFG004360__sthB	VFG004361__sthB	VFG004363__sthB	VFG004364__sthB	VFG018307__sthB	VFG021628__sthB	VFG021629__sthB	VFG021630__sthB	VFG021631__sthB	VFG021633__sthB	VFG021634__sthB	VFG021635__sthB
cluster_438	VFG004374__stiB	VFG004375__stiB	VFG018303__stiB	VFG021661__stiB	VFG021662__stiB	VFG021663__stiB	VFG021665__stiB	VFG021666__stiB	VFG021667__stiB	VFG021668__stiB
cluster_439	VFG042451__hdaD
cluster_44	VFG004242__stbB	VFG004250__stbB	VFG004253__stbB	VFG004254__stbB	VFG018331__stbB	VFG021456__stbB	VFG021457__stbB	VFG021458__stbB	VFG021459__stbB	VFG021460__stbB	VFG021461__stbB	VFG021462__stbB
cluster_440	VFG000532__orgB	VFG003641__orgB	VFG003643__orgB	VFG003644__orgB	VFG018558__orgB	VFG018559__orgB	VFG020358__orgB	VFG020359__orgB	VFG020365__orgB
cluster_441	VFG003528__ysaE
cluster_442	VFG002352__flgA	VFG023682__flgA
cluster_443	VFG042549__fanE
cluster_444	VFG012787__ospD1	VFG012788__ospD1	VFG012789__ospD1	VFG012790__ospD1	VFG012791__ospD1	VFG020133__ospD1
cluster_445	VFG035222__EC55989_3329	VFG035224__EC55989_3328	VFG035225__EC042_4536
cluster_446	VFG004401__tcfC
cluster_447	VFG035960__upaG_ehaG
cluster_448	VFG000475__phoP	VFG004061__phoP	VFG004063__phoP	VFG004064__phoP	VFG018395__phoP	VFG018396__phoP	VFG021085__phoP	VFG021086__phoP	VFG021087__phoP	VFG021088__phoP	VFG021089__phoP	VFG021092__phoP
cluster_449	VFG000511__ssaK	VFG003898__ssaK	VFG003900__ssaK	VFG003901__ssaK	VFG018458__ssaK	VFG020824__ssaK	VFG020825__ssaK	VFG020826__ssaK	VFG020828__ssaK	VFG020829__ssaK	VFG020830__ssaK
cluster_45	VFG042570__ldaA
cluster_450	VFG000551__spaP	VFG003721__spaP	VFG003723__spaP	VFG003724__spaP	VFG018526__spaP	VFG018527__spaP	VFG020503__spaP	VFG020504__spaP	VFG020507__spaP	VFG020508__spaP	VFG020509__spaP
cluster_451	VFG000905__hlyC	VFG012490__hlyC	VFG012491__hlyC	VFG012492__hlyC	VFG033900__hlyC	VFG033901__hlyC	VFG033902__hlyC
cluster_452	VFG003519__ysaR
cluster_453	VFG018457__ssaK
cluster_454	VFG034954__nleE	VFG034956__nleE1
cluster_455	VFG042476__csfB
cluster_456	VFG042479__csfF
cluster_457	VFG000411__yscL	VFG002839__yscL	VFG003079__yscL	VFG003488__yscL	VFG023757__yscL
cluster_458	VFG042367__LH0147
cluster_459	VFG002316__pilU
cluster_46	VFG043043__motB
cluster_460	VFG017850__pilU
cluster_461	VFG045810__EC958_0640
cluster_462	VFG045811__EC958_0641
cluster_463	VFG035137__c3388	VFG035138__ECP_2803	VFG035139__APECO1_3715	VFG035141__ECO103_3360	VFG035144__ECABU_c30910	VFG035146__ECNA114_28561	VFG035147__EcE24377A_3126	VFG035151__LF82_429	VFG035152__NRG857_13800
cluster_464	VFG042084__epaP
cluster_465	VFG042599__myfE
cluster_466	VFG042692__mrkF
cluster_467	VFG043232__flgH
cluster_468	VFG000874__fimI	VFG012284__fimI	VFG012285__fimI	VFG012286__fimI	VFG012288__fimI	VFG012289__fimI	VFG012290__fimI	VFG033225__fimI	VFG033226__fimI	VFG033227__fimI	VFG033228__fimI	VFG033229__fimI	VFG033231__fimI	VFG033232__fimI	VFG033233__fimI	VFG033238__fimI	VFG033239__fimI	VFG033240__fimI	VFG033242__fimI	VFG033243__fimI	VFG033244__fimI	VFG033245__fimI	VFG033246__fimI	VFG033247__fimI	VFG033249__fimI	VFG045776__fimI
cluster_469	VFG034542__eaeH	VFG034543__eaeH	VFG034545__eaeH	VFG034547__eaeH	VFG034548__eaeH	VFG034549__eaeH	VFG034550__eaeH	VFG034551__eaeH	VFG034554__eaeH	VFG034555__eaeH	VFG034556__eaeH	VFG034560__eaeH	VFG034561__eaeH	VFG034563__eaeH	VFG034564__eaeH	VFG034565__eaeH	VFG034566__eaeH	VFG034567__eaeH	VFG034570__eaeH	VFG034572__eaeH	VFG045349__fdeC
cluster_47	VFG035970__upaH	VFG035971__upaH
cluster_470	VFG042891__pilU
cluster_471	VFG000373__yopE	VFG003491__yopE	VFG020288__yopE	VFG023763__yopE
cluster_472	VFG001449__kpsT
cluster_473	VFG043021__flgA
cluster_474	VFG043073__flgA
cluster_475	VFG043229__flgD
cluster_476	VFG000394__yscR	VFG003471__yscR	VFG023728__yscR
cluster_477	VFG000715__escR	VFG000827__escR	VFG012411__escR	VFG033657__escR	VFG033663__escR
cluster_478	VFG012438__ADP	VFG033783__espJ
cluster_479	VFG033779__espJ
cluster_48	VFG043095__motB
cluster_480	VFG041176__SG1048
cluster_481	VFG041197__cts1T
cluster_482	VFG041514__espJ
cluster_483	VFG041532__escR
cluster_484	VFG042232__hrcR
cluster_485	VFG000437__spvD	VFG004415__spvD	VFG021746__spvD
cluster_486	VFG001012__spa24	VFG012707__spa24	VFG012710__spa24
cluster_487	VFG000410__yscK	VFG003078__yscK	VFG003347__yscK	VFG003487__yscK	VFG018905__yscK	VFG020284__yscK	VFG023755__yscK
cluster_488	VFG004125__csgD	VFG004126__csgD	VFG004128__csgD	VFG004129__csgD	VFG018370__csgD	VFG018371__csgD	VFG021238__csgD	VFG021241__csgD	VFG021244__csgD
cluster_489	VFG023602__YE105_C0338
cluster_49	VFG000393__yscQ	VFG003196__yscQ	VFG003470__yscQ	VFG023727__yscQ
cluster_490	VFG034977__nleG_1	VFG035053__nleG8_2	VFG035055__nleG8_2	VFG035059__nleG8_2	VFG035060__nleG8_2	VFG035061__nleG8_2
cluster_491	VFG012449__tsh	VFG042364__hbp
cluster_492	VFG042257__ABB77417
cluster_493	VFG042728__csgD	VFG045791__csgD	VFG046071__csgD
cluster_494	VFG000519__ssaR	VFG003938__ssaR	VFG003940__ssaR	VFG003941__ssaR	VFG018442__ssaR	VFG020896__ssaR	VFG020897__ssaR	VFG020898__ssaR	VFG020900__ssaR	VFG020902__ssaR
cluster_495	VFG001757__YPO0265	VFG002728__y0524	VFG003368__YPTB0321	VFG017294__YpsIP31758_3820	VFG018835__YpAngola_A3935	VFG020203__YPTS_0345	VFG023591__YPZ3_0227
cluster_496	VFG034975__nleG_1	VFG034978__nleG_1
cluster_497	VFG000349__psaE
cluster_498	VFG003534__YE3555
cluster_499	VFG043036__cheZ
cluster_5	VFG042531__afrE
cluster_50	VFG000421__caf1R
cluster_500	VFG043088__cheZ
cluster_501	VFG043205__cheZ
cluster_502	VFG000904__vat	VFG012447__vat	VFG012448__vat	VFG033814__vat	VFG033816__vat	VFG033817__vat	VFG033818__vat
cluster_503	VFG035012__nleG5_1	VFG035014__nleG5_1	VFG035016__nleG5_1	VFG035020__nleG5_2	VFG035022__nleG5_2
cluster_504	VFG041523__nleG8
cluster_505	VFG042242__hrpY
cluster_506	VFG000492__ssrB	VFG003818__ssrB	VFG003820__ssrB	VFG003821__ssrB	VFG018489__ssrB	VFG018490__ssrB	VFG020685__ssrB	VFG020686__ssrB	VFG020690__ssrB	VFG020691__ssrB
cluster_507	VFG034981__nleG_1
cluster_508	VFG042325__ospI
cluster_509	VFG035025__nleG6_1	VFG035027__nleG6_1	VFG035028__nleG6_1	VFG035029__nleG6_1	VFG035032__nleG6_2	VFG035033__nleG6_2	VFG035034__nleG6_2	VFG035035__nleG6_2	VFG035037__nleG6_3	VFG035038__nleG6_3	VFG035039__nleG6_3
cluster_51	VFG017864__YpsIP31758_B0102
cluster_510	VFG042889__pilS
cluster_511	VFG043623__mrkF
cluster_512	VFG001003__mxiE	VFG012671__mxiE	VFG012674__mxiE
cluster_513	VFG000635__pic	VFG000861__pic	VFG000903__pic	VFG012922__pic	VFG033828__pic	VFG033831__pic
cluster_514	VFG001746__YPO0255	VFG003357__YPTB0310	VFG017283__YpsIP31758_3833	VFG018952__YPK_3919
cluster_515	VFG023572__YE105_C0309
cluster_516	VFG042067__steA
cluster_517	VFG042095__ECs3712
cluster_518	VFG042685__fimZ
cluster_519	VFG017870__YpsIP31758_B0108
cluster_52	VFG043236__flgL
cluster_520	VFG035919__aatC	VFG035922__aatC	VFG035923__aatC
cluster_521	VFG041516__nleG7
cluster_522	VFG043622__fimB
cluster_523	VFG000989__ipgB1	VFG012755__ipgB1	VFG012757__ipgB1	VFG012758__ipgB1	VFG020127__ipgB1
cluster_524	VFG033834__pic	VFG033835__pic
cluster_525	VFG000451__fimW	VFG004106__fimW	VFG004108__fimW	VFG004109__fimW	VFG018377__fimW	VFG021200__fimW	VFG021201__fimW	VFG021202__fimW	VFG021203__fimW	VFG021204__fimW	VFG021205__fimW	VFG021206__fimW	VFG021207__fimW	VFG021208__fimW
cluster_526	VFG021425__staA
cluster_527	VFG035924__aatC
cluster_528	VFG000921__chuY	VFG012621__chuY	VFG012624__chuY	VFG012625__chuY	VFG013068__shuY	VFG034336__chuY	VFG034342__chuY	VFG034343__chuY	VFG034344__chuY	VFG034346__chuY	VFG034347__chuY	VFG034352__chuY
cluster_529	VFG000443__fimA	VFG004066__fimA	VFG004068__fimA	VFG004069__fimA	VFG018389__fimA	VFG018390__fimA	VFG021129__fimA	VFG021130__fimA	VFG021131__fimA	VFG021132__fimA	VFG021133__fimA	VFG021134__fimA	VFG021135__fimA	VFG021136__fimA
cluster_53	VFG045464__tcpC
cluster_530	VFG023590__YE105_C0329
cluster_531	VFG012251__papA
cluster_532	VFG002414__yagZ_ecpA	VFG018198__ecpA	VFG018201__ecpA	VFG018202__ecpA	VFG018203__ecpA	VFG018204__ecpA	VFG034402__ecpA	VFG034403__ecpA	VFG034405__ecpA	VFG034408__ecpA	VFG034409__ecpA	VFG034414__ecpA	VFG034417__ecpA	VFG034418__ecpA	VFG034419__ecpA	VFG034422__ecpA	VFG034424__ecpA	VFG046063__ecpA
cluster_533	VFG000806__map	VFG033758__map	VFG033760__map
cluster_534	VFG041083__YPO0511
cluster_535	VFG012923__sepA	VFG012924__sepA	VFG033809__vat	VFG033810__vat	VFG033812__vat	VFG033813__vat
cluster_536	VFG042082__eivJ
cluster_537	VFG042512__fotA
cluster_538	VFG042688__mrkA
cluster_539	VFG044144__hasA
cluster_54	VFG000378__yopD	VFG003455__yopD	VFG023698__yopD
cluster_540	VFG004225__staE
cluster_541	VFG001431__csfA	VFG001433__csvA
cluster_542	VFG012277__fimA	VFG012278__fimA	VFG012279__fimA	VFG012282__fimA	VFG012283__fimA	VFG033204__fimA	VFG033205__fimA	VFG033207__fimA	VFG033210__pilin	VFG033211__pilin	VFG033212__pilin	VFG033213__fimA	VFG033215__fimA	VFG033218__fimA	VFG033221__fimA	VFG033222__fimA	VFG033223__fimA
cluster_543	VFG033755__map	VFG033762__map
cluster_544	VFG033761__map	VFG033763__map
cluster_545	VFG041551__map
cluster_546	VFG036030__espI	VFG042365__CAC39286
cluster_547	VFG042478__csfE
cluster_548	VFG012870__ipaH
cluster_549	VFG018339__staE
cluster_55	VFG041211__cts2A
cluster_550	VFG021417__staE
cluster_551	VFG042527__afrA
cluster_552	VFG042656__pixF
cluster_553	VFG043620__fimE
cluster_554	VFG043627__mrkA
cluster_555	VFG000873__fimA	VFG012281__fimA	VFG033217__fimA
cluster_556	VFG001445__traJ
cluster_557	VFG018321__steB
cluster_558	VFG042366__epeA
cluster_559	VFG004389__stkA	VFG021705__stkA
cluster_56	VFG000809__sepQ_escQ	VFG033511__sepQ	VFG033512__sepQ	VFG033518__sepQ
cluster_560	VFG035419__aaiN	VFG035422__aaiN	VFG035423__aaiN
cluster_561	VFG000829__orf4	VFG033675__E2348C_3965	VFG033676__G2583_4440	VFG033677__ECO55CA74_21300	VFG033678__ECH74115_5077	VFG033681__ECO103_3635	VFG033682__ECO111_3769
cluster_562	VFG000882__papA
cluster_563	VFG003566__yst1J
cluster_564	VFG003645__orgA	VFG003646__orgA	VFG003648__orgA	VFG003649__orgA	VFG018556__orgA	VFG020367__orgA	VFG020368__orgA	VFG020370__orgA	VFG020373__orgA
cluster_565	VFG004384__stkF	VFG021694__stkF	VFG021695__stkF
cluster_566	VFG002053__gspJ	VFG012908__gspJ	VFG020158__gspJ	VFG040949__gspJ
cluster_567	VFG040938__etpJ
cluster_568	VFG041529__ROD_30121
cluster_569	VFG035974__ehaA	VFG035975__ehaA	VFG035981__ehaA	VFG035982__ehaA	VFG035983__ehaA	VFG035984__ehaA	VFG035987__ehaA	VFG035988__ehaA	VFG035989__ehaA
cluster_57	VFG033517__sepQ	VFG033519__sepQ
cluster_570	VFG042248__hrpE
cluster_571	VFG042510__fotS
cluster_572	VFG000872__fimE	VFG012270__fimE	VFG012271__fimE	VFG012274__fimE	VFG012275__fimE	VFG033183__fimE	VFG033184__fimE	VFG033189__fimE	VFG033190__fimE	VFG033191__fimE	VFG033192__fimE	VFG033194__fimE	VFG033196__fimE	VFG033197__fimE	VFG033200__fimE
cluster_573	VFG000893__papA
cluster_574	VFG001756__YPO0264	VFG002727__y0523	VFG020202__YPTS_0344
cluster_575	VFG004223__staF
cluster_576	VFG018477__sseB
cluster_577	VFG012252__papA	VFG033141__papA	VFG033146__papA
cluster_578	VFG033143__papA
cluster_579	VFG040966__pulJ
cluster_58	VFG045823__upaH
cluster_580	VFG042337__ECED1_1676	VFG042358__eaaC
cluster_581	VFG017867__YpsIP31758_B0105
cluster_582	VFG018335__staA	VFG021426__staA
cluster_583	VFG021415__staF
cluster_584	VFG023588__YE105_C0328
cluster_585	VFG023614__yst1J
cluster_586	VFG042687__fimW
cluster_587	VFG000499__sseB	VFG003848__sseB	VFG003850__sseB	VFG003851__sseB	VFG018478__sseB	VFG020733__sseB	VFG020734__sseB	VFG020737__sseB	VFG020738__sseB	VFG020739__sseB	VFG020740__sseB
